Status,Address,StreetNumber,StreetName,City,PostalCode,Lat,Long,ListPrice,ClosePrice,ListDate,CloseDate,SqFtTotal,PriceSqFtList,PriceSqFtSold,LotSize,YearBuilt,BedsTotal,BathsTotal,Stories,NewConstruction,Style,DOM,CDOM,SoldTerms,HOAMandatory,TaxAmount
Sold,14226 Manderly,14226,Manderly,Houston,77007,29.7598378,-95.6370462,145000,145000,1999-01-09,1999-01-29,1881,77.09,77.09,6990,1990,3,2,1,FALSE,Traditional,1,1,Conventional,UNKNOWN,3597
Sold,4404 Allen Street,4404,Allen,Houston,77007,29.7724934,-95.4052245,155000,146500,2018-08-21,2018-11-26,720,215.28,203.47,2970,1930,2,1,1,FALSE,Traditional,41,41,unknown,FALSE,2504
Sold,6006 S Schuler Street,6006,Schuler,Houston,77007,29.7726967,-95.422327,140000,147000,2003-08-07,2003-10-27,1358,28,108.25,5000,1936,3,1,1,FALSE,Traditional,62,62,Conventional,UNKNOWN,2870
Sold,5407 Floyd,5407,Floyd,Houston,77007,29.767837,-95.416701,147500,147500,1999-08-01,1999-11-03,0,25.99,25.99,5675,1950,2,1,1,FALSE,Traditional,59,59,Conventional,UNKNOWN,0
Sold,216 Birdsall,216,Birdsall,Houston,77007,29.7636907,-95.4198071,149500,148000,2002-04-10,2002-05-02,740,29.9,200,5000,1930,2,1,1,FALSE,Traditional,7,7,Conventional,UNKNOWN,4200
Sold,706 Birdsall,706,Birdsall,Houston,77007,29.768321,-95.419884,148000,148000,2001-07-10,2001-09-11,1170,29.6,126.5,5000,1917,2,1,1,FALSE,Traditional,57,207,Conventional,UNKNOWN,2645
Sold,5410 Feagan Street,5410,Feagan,Houston,77007,29.7660663,-95.4168438,149500,149500,2003-03-17,2003-11-03,896,27.18,166.85,5500,1940,2,1,1,FALSE,Traditional,31,31,Conventional,UNKNOWN,1682
Sold,4403 Schuler Street,4403,Schuler,Houston,77007,29.772767,-95.404939,160000,150000,2012-10-01,2013-05-07,672,238.1,223.21,5000,1920,2,1,1,FALSE,Traditional,163,163,Cash Sale,FALSE,3410
Sold,4516 Maxie Street,4516,Maxie,Houston,77007,29.7743596,-95.4069729,150000,150000,2011-09-06,2012-03-19,1000,150,150,5900,1935,3,1,1,FALSE,Other Style,147,402,Conventional,FALSE,3945
Sold,5210 Schuler Street,5210,Schuler,Houston,77007,29.7727239,-95.4139388,189900,150000,2009-11-22,2010-06-09,980,193.78,153.06,4750,1930,2,1,1,FALSE,Traditional,137,326,Cash Sale,FALSE,3149
Sold,4115 Eigel Street,4115,Eigel,Houston,77007,29.774821,-95.402758,150000,150000,2006-09-27,2007-06-27,1224,28.04,122.55,5350,1952,2,1,1,FALSE,Traditional,26,26,Conventional,UNKNOWN,1410
Sold,4119 Eigel,4119,Eigel,Houston,77007,29.7747405,-95.4029234,150000,150000,2006-08-28,2007-06-27,1164,28.04,128.87,5350,1930,2,1,1,FALSE,Traditional,56,56,Conventional,UNKNOWN,273423
Sold,1301 Thompson,1301,Thompson,Houston,77007,29.7731245,-95.4042851,165000,150000,2006-07-22,2007-06-11,1048,33,143.13,5000,1920,2,1,1,FALSE,Other Style,252,252,Other,UNKNOWN,1423
Sold,1415 Asbury Street,1415,Asbury,Houston,77007,29.773762,-95.418759,169000,150000,2005-04-01,2005-12-21,944,33.8,158.9,5000,1936,2,1,1,FALSE,Other Style,153,153,Other,UNKNOWN,4262
Sold,4513 Lillian Street,4513,Lillian,Houston,77007,29.7695665,-95.4066389,150000,150000,2004-07-07,2004-11-08,962,30,155.93,5000,1920,2,1,1,FALSE,Traditional,78,78,Conventional,UNKNOWN,2138
Sold,403 Reinerman Street,403,Reinerman,Houston,77007,29.766249,-95.41358,165000,150000,2003-01-04,2003-07-11,1814,33,82.69,5000,1922,2,1,1,FALSE,Traditional,139,139,Conventional,UNKNOWN,2453
Sold,4311 Blossom,4311,Blossom,Houston,77007,29.7674425,-95.4041199,165000,150000,2002-01-19,2002-08-19,1090,26.61,137.61,6200,1920,3,1,1,FALSE,Victorian,188,188,Cash Sale,UNKNOWN,1768
Sold,5430 Floyd,5430,Floyd,Houston,77007,29.7682929,-95.4175181,150000,150000,1999-03-05,1999-05-10,1028,27.03,145.91,5550,1946,3,2,1,FALSE,Traditional,33,33,Cash Sale,UNKNOWN,1174
Sold,5811 Maxie Street,5811,Maxie,Houston,77007,29.7738454,-95.4208145,159000,151000,2004-11-29,2004-12-30,1163,28.39,129.84,5600,1932,3,1,1,FALSE,"Traditional, Victorian",24,24,Conventional,UNKNOWN,4740
Sold,4705 Gibson,4705,Gibson,Houston,77007,29.7666276,-95.40862,159900,152000,2002-11-16,2003-01-31,1076,148.61,141.26,5000,1930,3,1.1,1,FALSE,Victorian,0,0,Conventional,UNKNOWN,3057
Sold,5422 Feagan,5422,Feagan,Houston,77007,29.7661067,-95.4172952,149500,152500,2001-03-07,2001-07-24,834,27.18,182.85,5500,1940,2,1.1,1,FALSE,Traditional,78,78,Cash Sale,UNKNOWN,2483
Sold,4920 Center,4920,Center,Houston,77007,29.7716473,-95.411523,159900,153500,1997-10-04,1998-01-05,1284,124.53,119.55,10000,1912,3,1.1,2,FALSE,Victorian,93,93,Cash Sale,UNKNOWN,1655
Sold,4605 Nett Street,4605,Nett,Houston,77007,29.7717652,-95.4075973,167400,154000,2007-01-21,2007-03-05,1239,33.48,124.29,5000,1926,3,1,1,FALSE,Other Style,37,457,Cash Sale,UNKNOWN,2021
Sold,3910 Rose Street,3910,Rose,Houston,77007,29.7691577,-95.4000769,160000,154500,2006-08-23,2006-11-21,1098,39.53,140.71,4048,1920,3,1,1,FALSE,Traditional,54,419,Conventional,UNKNOWN,3818
Sold,4314 Allen Street,4314,Allen,Houston,77007,29.7724666,-95.4047745,165000,155000,2018-05-19,2019-04-29,1146,143.98,135.25,5198,1920,2,1,1,FALSE,Other Style,327,327,unknown,FALSE,6229
Sold,4407 Allen Street,4407,Allen,Houston,77007,29.772034,-95.4051529,155900,155000,2013-08-13,2013-12-20,768,76.8,201.82,2030,1937,1,1,1,FALSE,Other Style,87,181,Conventional,FALSE,1902
Sold,1215 Asbury Street,1215,Asbury,Houston,77007,29.7721692,-95.4186851,209000,155000,2009-02-17,2009-07-22,728,287.09,212.91,5000,1930,2,1,1,FALSE,Traditional,125,334,Cash Sale,FALSE,4870
Sold,6007 Tyne Street,6007,Tyne,Houston,77007,29.7745873,-95.4224088,169500,155000,2005-08-04,2005-09-15,480,30.27,322.92,5600,1936,2,1,1,FALSE,Other Style,6,97,Cash Sale,UNKNOWN,4400
Sold,4508 Gibson,4508,Gibson,Houston,77007,29.7670718,-95.4065745,164900,155000,2003-04-04,2003-07-18,850,194,182.35,5000,1960,2,1,1,FALSE,Traditional,73,73,Conventional,UNKNOWN,3075
Sold,1414 Malone,1414,Malone,Houston,77007,29.7737274,-95.4191761,168000,155000,2002-05-31,2002-08-28,720,29.22,215.28,5750,1920,2,1,1,FALSE,Traditional,60,60,Cash Sale,UNKNOWN,3448
Sold,1415 Knox Street,1415,Knox,Houston,77007,29.7735502,-95.421304,165000,155800,2007-04-13,2009-03-12,724,44,215.19,3750,1940,2,1,1,FALSE,Other Style,680,680,Conventional,FALSE,0
Sold,4435 Spencer,4435,Spencer,Houston,77007,29.7750437,-95.4057154,159500,156240,2005-07-15,2005-07-15,1206,132.26,129.55,1596,2004,2,2.1,2,TRUE,Victorian,0,9,Conventional,UNKNOWN,0
Sold,4417 Schuler Street,4417,Schuler,Houston,77007,29.772757,-95.405858,220000,157500,2013-05-01,2013-07-15,1316,48.89,119.68,4500,1920,0,0,1,FALSE,Traditional,52,52,Cash Sale,FALSE,3237
Sold,4314 Eli Street,4314,Eli,Houston,77007,29.7736864,-95.4046701,245000,157500,2008-06-11,2008-06-26,1670,146.71,94.31,0,2007,3,2,2,FALSE,Mediterranean,5,5,Conventional,FALSE,0
Sold,4209 Koehler Street,4209,Koehler,Houston,77007,29.7740181,-95.40322,179900,157500,2008-01-03,2008-02-05,1212,33.47,129.95,5375,1923,2,1,1,FALSE,Traditional,6,6,Conventional,FALSE,1626
Sold,4617 Gibson,4617,Gibson,Houston,77007,29.7666543,-95.4079654,162500,158000,1998-07-28,1998-10-29,1423,114.2,111.03,5000,1930,3,2,1,FALSE,Traditional,67,67,Conventional,UNKNOWN,1268
Sold,1609 Knox Street,1609,Knox,Houston,77007,29.7750383,-95.421304,176900,160000,2010-03-23,2010-06-02,1096,161.41,145.99,3851,1964,2,2,1,FALSE,Traditional,37,37,FHA,FALSE,4795
Sold,4205 Koehler Street,4205,Koehler,Houston,77007,29.7740331,-95.4028518,175000,160000,2008-01-23,2013-02-28,1189,147.18,134.57,5400,1923,2,1,1,FALSE,Traditional,1788,1788,Cash Sale,FALSE,1908
Sold,5314 Inker Street,5314,Inker,Houston,77007,29.77567,-95.4166085,179900,160000,2008-01-03,2008-03-28,793,33.63,201.77,5350,1937,2,1,1,FALSE,Traditional,34,34,Cash Sale,FALSE,3780
Sold,5315 Nolda,5315,Nolda,Houston,77007,29.7760558,-95.4165472,184900,160000,2007-06-18,2008-07-23,1218,34.56,131.36,5350,1950,2,1,1,FALSE,Traditional,361,361,Cash Sale,FALSE,3753
Sold,4305 Blossom Street,4305,Blossom,Houston,77007,29.7674141,-95.4037109,160000,160000,2006-06-23,2006-07-31,768,37.65,208.33,4250,1940,2,1,1,FALSE,Traditional,5,5,Cash Sale,UNKNOWN,3760
Sold,414 Knox Street,414,Knox,Houston,77007,29.766355,-95.4208129,169900,160000,2002-04-15,2002-07-31,744,228.36,215.05,5600,1925,2,1,1,FALSE,Traditional,84,84,Cash Sale,UNKNOWN,3999
Sold,606 Asbury,606,Asbury,Houston,77007,29.7676087,-95.4182361,164900,160000,2000-06-20,2001-02-06,0,32.98,32,5000,0,3,3,1,FALSE,Traditional,139,139,Conventional,UNKNOWN,0
Sold,5217 Blossom Street,5217,Blossom,Houston,77007,29.767204,-95.414373,236000,160000,1999-12-11,2000-03-03,1730,136.42,92.49,0,1946,2,2,1,FALSE,Other Style,80,80,Cash Sale,UNKNOWN,0
Sold,5313 Floyd,5313,Floyd,Houston,77007,29.7680974,-95.4156981,165000,161000,1996-12-01,1997-09-05,0,0,0,0,0,3,2.1,3,FALSE,Contemporary/Modern,278,278,Conventional,UNKNOWN,0
Sold,1402 Malone,1402,Malone,Houston,77007,29.7733316,-95.4192068,169000,161000,2000-02-03,2000-06-26,1311,19.59,122.81,8625,1910,3,1,1,FALSE,Traditional,46,46,Conventional,UNKNOWN,1359
Sold,4711 Inker Street,4711,Inker,Houston,77007,29.775367,-95.408922,175000,162000,2006-06-28,2007-03-01,888,35,182.43,5000,1925,2,1,1,FALSE,Other Style,195,195,Conventional,UNKNOWN,3407
Sold,6011 Tyne Street,6011,Tyne,Houston,77007,29.7744854,-95.4226953,169000,162000,2005-09-01,2005-10-25,656,30.59,246.95,5525,1930,2,1,1,FALSE,Traditional,11,11,Conventional,UNKNOWN,4570
Sold,5406 Crooms,5406,Crooms,Houston,77007,29.7636428,-95.4165574,169500,162000,1998-12-07,1999-03-12,1904,89.02,85.08,3770,1995,3,2.1,2,FALSE,Traditional,42,42,Conventional,UNKNOWN,3321
Sold,317 Reinerman,317,Reinerman,Houston,77007,29.7657554,-95.4135883,169900,162000,2001-06-06,2002-01-09,1429,33.98,113.37,5000,1924,3,1,1,FALSE,Victorian,127,127,Cash Sale,UNKNOWN,1513
Sold,701 Patterson,701,Patterson,Houston,77007,29.7684126,-95.4061903,175000,162500,2000-02-15,2000-05-23,3144,35,51.69,5000,1930,3,2,2,FALSE,Traditional,39,39,Conventional,UNKNOWN,2005
Sold,6122 Clyde Street,6122,Clyde,Houston,77007,29.7755708,-95.4242708,169000,163000,2006-02-03,2006-03-29,910,33.8,179.12,5000,1937,2,1,1,FALSE,Traditional,43,43,Conventional,UNKNOWN,2040
Sold,6011 Maxie Street,6011,Maxie,Houston,77007,29.7737772,-95.4223679,169900,163500,2004-02-04,2004-05-24,988,30.34,165.49,5600,1930,2,2,1,FALSE,Traditional,62,62,Conventional,UNKNOWN,3098
Sold,4110 Lillian,4110,Lillian,Houston,77007,29.7696865,-95.4028124,159900,163500,1999-03-17,1999-04-09,1885,84.83,86.74,6956,1903,3,1.1,1.5,FALSE,Traditional,2,2,Conventional,UNKNOWN,2486
Sold,1505 Bonner Street,1505,Bonner,Houston,77007,29.7743187,-95.4024836,180000,164000,2014-02-12,2014-05-08,920,69.23,178.26,2600,1920,2,1,1,FALSE,Traditional,35,35,Conventional,FALSE,3279
Sold,1506 Thompson,1506,Thompson,Houston,77007,29.774412,-95.4040069,188000,165000,2009-07-07,2010-01-11,0,0,0,0,2007,3,3.1,3,FALSE,Contemporary/Modern,66,110,Cash Sale,FALSE,0
Sold,5326 Inker Street,5326,Inker,Houston,77007,29.7757033,-95.4171712,184900,165000,2007-01-17,2007-03-30,784,34.56,210.46,5350,1935,2,1,1,FALSE,Traditional,7,578,Conventional,UNKNOWN,3113
Sold,609 Malone,609,Malone,Houston,77007,29.767703,-95.4195546,169500,165000,2001-04-13,2001-06-14,1100,33.9,150,5000,1930,3,1,1,FALSE,Traditional,35,35,Conventional,UNKNOWN,1603
Sold,613 Lester,613,Lester,Houston,77007,29.7678836,-95.4154117,169000,165000,1996-12-01,1997-09-05,0,0,0,0,0,3,2.1,2,FALSE,Contemporary/Modern,278,278,Conventional,UNKNOWN,0
Sold,220 Snover,220,Snover,Houston,77007,29.7648068,-95.4046108,199900,165000,1999-04-29,1999-07-22,560,19.99,294.64,10000,1946,2,3,1,FALSE,Other Style,62,62,Conventional,UNKNOWN,2019
Sold,6309 Washington,6309,Washington,Houston,77007,29.771267,-95.41702,180000,165000,1998-05-11,1998-10-23,1256,143.31,131.37,10000,1960,2,1,1,FALSE,Traditional,129,129,Conventional,UNKNOWN,2557
Sold,4313 Center Street,4313,Center,Houston,77007,29.7710302,-95.4046108,172000,167500,2013-01-06,2013-03-20,720,48.59,232.64,3540,1933,2,1,1,FALSE,Traditional,35,729,Conventional,FALSE,2633
Sold,5312 Inker Street,5312,Inker,Houston,77007,29.775691,-95.416453,175500,167500,2011-04-02,2012-06-29,944,185.91,177.44,5350,1939,2,1,1,FALSE,Other Style,445,445,Other,FALSE,2347
Sold,910 Knox Street,910,Knox,Houston,77007,29.7699627,-95.4208129,169900,167500,2002-12-01,2003-03-25,924,183.87,181.28,5000,1948,2,1,1,FALSE,Traditional,0,0,Conventional,UNKNOWN,4443
Sold,1210 Malone,1210,Malone,Houston,77007,29.7719938,-95.4191148,169950,167500,2002-04-29,2002-10-22,1060,160.33,158.02,5000,1930,2,1,1,FALSE,Traditional,138,138,Conventional,UNKNOWN,3172
Sold,216 Birdsall Street,216,Birdsall,Houston,77007,29.7636907,-95.4198071,169900,168000,2003-02-21,2003-03-31,740,33.98,227.03,5000,1930,2,1,1,FALSE,Victorian,3,3,Conventional,UNKNOWN,4384
Sold,4811 Blossom,4811,Blossom,Houston,77007,29.76731,-95.41006,169900,168500,2004-03-02,2004-03-29,1152,147.48,146.27,5000,1930,3,1,1,FALSE,Traditional,6,6,Conventional,UNKNOWN,3161
Sold,4615 Feagan,4615,Feagan,Houston,77007,29.7658927,-95.4078427,180000,168750,1998-02-27,1998-06-19,1538,117.04,109.72,7125,1918,3,3,1.5,FALSE,Traditional,108,108,Cash Sale,UNKNOWN,0
Sold,1516 Sandman,1516,Sandman,Houston,77007,29.7745394,-95.411443,169900,169500,1998-04-20,1998-11-30,2166,78.44,78.25,2500,1998,3,2.1,2,TRUE,Contemporary/Modern,209,209,Cash Sale,UNKNOWN,0
Sold,4439 Spencer,4439,Spencer,Houston,77007,29.7750404,-95.4057972,159500,169567,2005-02-26,2005-07-15,1206,132.26,140.6,0,2004,2,2.1,2,TRUE,Victorian,62,62,Conventional,UNKNOWN,0
Sold,6110 Truro Street,6110,Truro,Houston,77007,29.773433,-95.423778,249000,170000,2010-03-02,2010-05-06,780,44.46,217.95,5600,1980,2,1,1,FALSE,Other Style,23,187,Cash Sale,FALSE,4611
Sold,6013 Hamman Street,6013,Hamman,Houston,77007,29.7758749,-95.4228999,180000,170000,2006-08-21,2006-12-26,936,36,181.62,5000,1950,2,1,1,FALSE,Traditional,86,86,Conventional,UNKNOWN,2532
Sold,4451 Spencer,4451,Spencer,Houston,77007,29.7750287,-95.4060836,165000,170000,2005-02-24,2005-07-15,1206,136.82,140.96,1596,2004,2,2.1,2,TRUE,"Traditional, Victorian",117,117,Conventional,UNKNOWN,0
Sold,805 Sandman,805,Sandman,Houston,77007,29.7692499,-95.4117703,175000,171500,2000-01-26,2000-04-28,1138,153.78,150.7,5000,1930,2,1,1,FALSE,Other Style,64,64,Conventional,UNKNOWN,1155
Sold,5411 Sam Rose Street,5411,Sam Rose,Houston,77091,29.8458935,-95.4155958,168000,171731,2004-10-22,2005-03-17,2452,68.52,70.04,7650,2005,4,2,1,TRUE,Traditional,129,129,Conventional,UNKNOWN,228
Sold,1215 Malone,1215,Malone,Houston,77007,29.7720981,-95.4195956,165000,172000,2007-09-11,2008-08-19,818,201.71,210.27,3700,1921,2,1,1,FALSE,Traditional,314,314,Conventional,FALSE,0
Sold,4912 Rose Street,4912,Rose,Houston,77007,29.7691731,-95.4111668,189000,172000,2004-07-02,2004-10-20,1048,180.34,164.12,5000,1930,2,1,1,FALSE,Traditional,72,72,Conventional,UNKNOWN,2011
Sold,4407 Allen Street,4407,Allen,Houston,77007,29.772034,-95.4051529,189000,172600,2015-09-26,2016-09-19,768,246.09,224.74,2030,1937,1,1,1,FALSE,Traditional,239,239,Conventional,FALSE,3443
Sold,1509 Mcdonald,1509,Mcdonald,Houston,77007,29.7749744,-95.4250688,172900,172900,1997-11-10,1998-09-25,0,0,0,0,0,3,2.1,3,TRUE,Contemporary/Modern,265,265,Conventional,UNKNOWN,0
Sold,1414 Asbury,1414,Asbury,Houston,77007,29.7737525,-95.4182862,189900,173500,2003-11-10,2003-12-22,1296,25.32,133.87,7500,1925,3,1,1,FALSE,Traditional,10,372,Conventional,UNKNOWN,0
Sold,5720 Schuler Street,5720,Schuler,Houston,77007,29.7725649,-95.4200354,174000,174000,2011-02-09,2011-03-14,1420,61.05,122.54,2850,1910,3,1,1,FALSE,Traditional,11,11,Conventional,FALSE,2387
Sold,4609 Nett Street,4609,Nett,Houston,77007,29.7717585,-95.4077609,198700,174000,2007-04-09,2007-06-26,1048,39.74,166.03,5000,1908,3,2,1,FALSE,Traditional,78,654,Cash Sale,UNKNOWN,1561
Sold,6011 Hamman Street,6011,Hamman,Houston,77007,29.7759651,-95.4228999,180000,174000,2006-08-21,2007-01-02,804,36,216.42,5000,1930,2,1,1,FALSE,Traditional,86,86,Conventional,UNKNOWN,3406
Sold,6306 Calder,6306,Calder,Houston,77007,29.7748392,-95.4250688,177900,174900,1997-11-10,1998-10-16,0,0,0,0,0,3,2.1,3,TRUE,Contemporary/Modern,221,221,Conventional,UNKNOWN,0
Sold,5714 Schuler Street,5714,Schuler,Houston,77007,29.7726184,-95.4198308,185000,175000,2013-05-21,2013-11-15,774,64.91,226.1,2850,1920,1,1,1,FALSE,Traditional,126,126,Other,FALSE,2197
Sold,6124 Clyde Street,6124,Clyde,Houston,77007,29.7755424,-95.424414,200000,175000,2010-04-15,2010-07-10,1092,183.15,160.26,5000,1937,3,1,1,FALSE,Traditional,27,27,Cash Sale,FALSE,2040
Sold,6007 Clyde Street,6007,Clyde,Houston,77007,29.7752119,-95.4225725,200000,175000,2008-12-02,2009-01-16,1004,199.2,174.3,4350,1930,3,1.1,1,FALSE,Traditional,20,20,Conventional,FALSE,2295
Sold,4508 Gibson Street,4508,Gibson,Houston,77007,29.7670718,-95.4065745,175000,175000,2005-08-25,2005-10-05,831,35,210.59,5000,1960,2,1,1,FALSE,"Ranch, Traditional",3,3,Conventional,UNKNOWN,3945
Sold,5612 Blossom Street,5612,Blossom,Houston,77007,29.7675928,-95.4189409,175000,175000,2005-04-04,2005-05-23,0,64.81,64.81,2700,0,2,2,2,FALSE,Other Style,49,49,Conventional,UNKNOWN,4914
Sold,1501 Reinerman Street,1501,Reinerman,Houston,77007,29.7742221,-95.4136933,223000,175000,2005-03-01,2006-06-26,0,27.45,21.54,8125,1935,2,1,1,FALSE,Traditional,407,1424,Conventional,UNKNOWN,0
Sold,715 Asbury Street,715,Asbury,Houston,77007,29.768599,-95.418694,189500,175000,2003-03-29,2003-10-27,1016,186.52,172.24,5000,1930,2,1,1,FALSE,Traditional,181,181,Cash Sale,UNKNOWN,3593
Sold,5248 Eigel,5248,Eigel,Houston,77007,29.774995,-95.415644,193000,175000,2003-03-07,2004-02-27,1428,23.75,122.55,8125,1935,3,1,1,FALSE,Traditional,304,304,Cash Sale,UNKNOWN,0
Sold,208 Detering Street,208,Detering,Houston,77007,29.7645823,-95.415913,199990,175000,2002-10-24,2003-10-24,768,24.82,227.86,8058,1940,1,1,1,FALSE,Traditional,232,232,Cash Sale,UNKNOWN,1336
Sold,3801 Feagan,3801,Feagan,Houston,77007,29.766353,-95.398451,185000,175000,1998-05-01,1998-11-24,1469,125.94,119.13,8990,1950,5,3,1,FALSE,Other Style,131,131,Conventional,UNKNOWN,1717
Sold,4221 Marina Street,4221,Marina,Houston,77007,29.7757034,-95.4039154,189000,176385,2016-03-04,2016-04-01,1015,51.08,173.78,3700,1930,2,1,1,FALSE,Traditional,26,26,Cash Sale,FALSE,2416
Sold,1519 Malone,1519,Malone,Houston,77007,29.7747044,-95.4195444,179000,177210,2006-03-01,2006-06-02,1228,35.8,144.31,5000,1920,2,1,1,FALSE,Traditional,61,270,Conventional,UNKNOWN,3644
Sold,4601 Rose Street,4601,Rose,Houston,77007,29.768892,-95.4073949,177000,177500,2006-04-02,2006-10-30,1050,35.4,169.05,5000,1935,2,1,1,FALSE,Other Style,8,8,Conventional,UNKNOWN,3860
Sold,801 Malone,801,Malone,Houston,77007,29.7690241,-95.4195035,189900,177500,2001-10-18,2001-12-31,1299,146.19,136.64,5000,1927,3,1,1,FALSE,Traditional,55,55,Cash Sale,UNKNOWN,3093
Sold,3913 Barnes Street,3913,Barnes,Houston,77007,29.7686331,-95.4003565,174900,177500,2006-04-17,2006-05-26,1005,174.03,176.62,4968,1920,2,1,1,FALSE,Victorian,1,1,Conventional,UNKNOWN,3644
Sold,4105 Eigel Street,4105,Eigel,Houston,77007,29.774788,-95.402614,175000,178000,2018-11-06,2019-01-31,1706,102.58,104.34,2688,1935,3,1,1,FALSE,Traditional,58,152,unknown,FALSE,4985
Sold,6012 Tyne Street,6012,Tyne,Houston,77007,29.7749062,-95.4228794,179000,178000,2005-02-14,2005-07-28,930,192.47,191.4,5000,1930,2,1,1,FALSE,Traditional,133,133,Conventional,UNKNOWN,2464
Sold,6106 Truro Street,6106,Truro,Houston,77007,29.7734413,-95.4235967,185000,179000,2005-08-01,2006-05-01,1514,33.04,118.23,5600,1920,3,2,1,FALSE,Other Style,239,239,Cash Sale,UNKNOWN,2192
Sold,917 Birdsall,917,Birdsall,Houston,77007,29.770218,-95.420447,179900,179000,1997-06-14,1997-10-15,1904,94.49,94.01,2500,1997,3,3,3,TRUE,Traditional,88,88,Conventional,UNKNOWN,0
Sold,6025 Maxie Street,6025,Maxie,Houston,77007,29.7737297,-95.4230489,179000,179100,2004-06-13,2004-07-16,1000,31.96,179.1,5600,1920,3,1,1,FALSE,Traditional,3,185,Cash Sale,UNKNOWN,2912
Sold,5508 Crooms Street,5508,Crooms,Houston,77007,29.7636392,-95.4176921,179900,179900,2005-01-14,2005-02-24,1500,35.98,119.93,5000,1920,3,1,1,FALSE,Other Style,14,409,Conventional,UNKNOWN,4209
Sold,1318 Asbury Street,1318,Asbury,Houston,77007,29.7731746,-95.4183578,200000,180000,2008-04-14,2008-07-21,712,280.9,252.81,5000,1935,2,1,1,FALSE,Traditional,78,255,Cash Sale,FALSE,4052
Sold,6007 Tyne Street,6007,Tyne,Houston,77007,29.7745873,-95.4224088,185000,180000,2006-10-02,2006-10-27,480,33.04,375,5600,1936,2,1,1,FALSE,Other Style,3,3,Conventional,UNKNOWN,4181
Sold,6312 Hamman,6312,Hamman,Houston,77007,29.776168,-95.4255359,179000,180000,2006-08-30,2006-11-03,1032,173.45,174.42,5350,1930,3,1,1,FALSE,Other Style,33,33,Conventional,UNKNOWN,4806
Sold,6010 Tyne Street,6010,Tyne,Houston,77007,29.7749129,-95.4227157,185000,180000,2005-10-14,2005-12-29,980,188.78,183.67,5000,1930,2,1,1,FALSE,Traditional,17,17,Conventional,UNKNOWN,1779
Sold,1404 Asbury Street,1404,Asbury,Houston,77007,29.7734143,-95.4182862,189000,180000,2004-07-23,2004-11-01,1456,129.81,123.63,7500,1930,3,2,1,FALSE,Traditional,35,35,Conventional,UNKNOWN,3987
Sold,1120 Thompson Street,1120,Thompson,Houston,77007,29.7719304,-95.4038234,210000,180000,2003-10-24,2004-02-04,0,15,12.86,14000,1930,4,4,1,FALSE,Other Style,32,32,Conventional,UNKNOWN,1165
Sold,5420 Lacy,5420,Lacy,Houston,77007,29.7646112,-95.4172807,185000,180000,2002-08-09,2002-12-16,1188,33.94,151.52,5450,1930,2,1,1,FALSE,Other Style,15,15,Conventional,UNKNOWN,3600
Sold,1501 Birdsall,1501,Birdsall,Houston,77007,29.7739961,-95.4202343,184000,180000,2002-01-28,2002-07-31,1161,43.81,155.04,4200,1932,3,1,1,FALSE,Traditional,105,266,Conventional,UNKNOWN,1417
Sold,1503 Birdsall,1503,Birdsall,Houston,77007,29.7740688,-95.4204875,184000,180000,2002-01-28,2002-07-31,800,230,225,4100,1930,2,1,1,FALSE,Traditional,105,266,Conventional,UNKNOWN,1324
Sold,5104 Schuler Street,5104,Schuler,Houston,77007,29.7728125,-95.412875,175000,180905,2013-05-01,2013-05-20,1092,35,165.66,5000,1924,2,1,1,FALSE,Traditional,5,5,Cash Sale,FALSE,3439
Sold,510 Jackson Hill Street,510,Jackson Hill,Houston,77007,29.765996,-95.401589,180000,182000,2005-11-30,2006-03-07,972,34.45,187.24,5225,1950,2,1,1,FALSE,Traditional,10,208,Conventional,UNKNOWN,3822
Sold,1608 Knox Street,1608,Knox,Houston,77007,29.7752354,-95.4208948,224999,182500,2011-10-29,2012-05-23,792,40.18,230.43,5600,1925,2,1,1,FALSE,Traditional,136,230,Cash Sale,FALSE,5054
Sold,6005 Clyde Street,6005,Clyde,Houston,77007,29.7752186,-95.4224088,195000,182500,2008-01-08,2008-08-20,906,39,201.43,5000,1930,2,1,1,FALSE,Other Style,209,351,Cash Sale,FALSE,2312
Sold,1220 Malone Street,1220,Malone,Houston,77007,29.7723671,-95.4190841,189900,183000,2003-09-11,2004-03-01,1370,138.61,133.58,4031,1930,3,2,1,FALSE,Traditional,132,132,Conventional,UNKNOWN,0
Sold,6106 Maxie Street,6106,Maxie,Houston,77007,29.774269,-95.4236279,179000,184000,2004-03-23,2004-04-30,0,0,0,5600,1936,2,1,1,FALSE,Traditional,33,33,Conventional,UNKNOWN,1937
Sold,1515 Birdsall Street,1515,Birdsall,Houston,77007,29.7745988,-95.4204216,195000,184000,2006-06-15,2006-10-30,1038,39,177.26,5000,1932,2,1.1,1,FALSE,Other Style,54,54,Cash Sale,UNKNOWN,5074
Sold,4112 Blossom,4112,Blossom,Houston,77009,29.7678202,-95.402686,210000,185000,2011-02-24,2011-04-19,1506,47.73,122.84,4400,1920,3,2,1,FALSE,Other Style,3,53,Cash Sale,FALSE,4922
Sold,1310 Asbury Street,1310,Asbury,Houston,77007,29.7729659,-95.4182248,189000,185000,2010-02-10,2010-03-05,1063,177.8,174.04,2731,1997,3,2,2,FALSE,Traditional,0,0,FHA,FALSE,4634
