Status,Address,StreetNumber,StreetName,City,PostalCode,Lat,Long,ListPrice,ClosePrice,ListingContractDate,CloseDate,SqFtTotal,PriceSqFtList,PriceSqFtSold,LotSize,YearBuilt,BedsTotal,BathsTotal,Stories,NewConstruction,Style,DOM,CDOM,SoldTermsNew,HOAMandatory,TaxAmount
Sold,5011 Chapman Street,5011,Chapman,Houston,77009,29.805525,-95.3546421,79900,82297,2005-03-02,2005-06-08,1174,68.06,70.1,5000,1960,2,1,1,FALSE,Traditional,64,64,Conventional,UNKNOWN,1872
Sold,2807 Hardy Street,2807,Hardy,Houston,77009,29.7866845,-95.3522307,79900,82297,2004-07-01,2004-08-26,1016,78.64,81,5000,1946,2,1,1,FALSE,Traditional,2,154,Conventional,UNKNOWN,716
Sold,1258 Common Park Drive,1258,Common Park,Houston,77009,29.7847699,-95.3583208,89950,82500,2017-01-03,2017-06-09,956,28.47,86.3,3159,1940,3,1,1,FALSE,Traditional,122,122,Unknown,FALSE,2916
Sold,5219 Elysian Street,5219,Elysian,Houston,77009,29.8075326,-95.3518219,79900,82500,2013-03-07,2013-05-10,1148,69.6,71.86,5000,2005,3,2,1,FALSE,Traditional,19,19,FHA,FALSE,2301
Sold,2108 Fletcher Street,2108,Fletcher,Houston,77009,29.7782687,-95.3646365,100000,82500,2009-12-04,2010-07-02,1183,84.53,69.74,5490,1910,2,1,1,FALSE,Other Style,195,555,Cash Sale,FALSE,2057
Sold,3226 Mainford Street,3226,Mainford,Houston,77009,29.7866613,-95.3695219,87500,82500,2009-02-20,2009-03-26,1740,50.29,47.41,3467,1961,6,0.2,1,FALSE,Ranch,5,161,Conventional,FALSE,2039
Sold,404 Canadian Street,404,Canadian,Houston,77009,29.8046411,-95.3664557,102500,82500,2005-02-13,2005-09-07,1260,20.5,65.48,5000,1940,3,1,1,FALSE,Traditional,143,327,Conventional,UNKNOWN,2562
Sold,3719 Cochran,3719,Cochran,Houston,77009,29.794726,-95.356318,77500,82500,2000-11-03,2000-12-29,1512,51.26,54.56,11250,1930,3,2,1,FALSE,Traditional,40,40,Conventional,UNKNOWN,473
Sold,1220 Wagner,1220,Wagner,Houston,77007,29.7723171,-95.3951617,84500,82500,2000-06-27,2000-09-20,1158,72.97,71.24,4100,1930,2,1,1,FALSE,Traditional,49,49,Owner 1st,UNKNOWN,905
Sold,306 Avenue Of Oaks,306,Avenue Of Oaks,Houston,77009,29.8113158,-95.3675186,82500,82500,1997-01-14,1998-02-12,1829,45.11,45.11,7950,1948,2,2,1,FALSE,Ranch,349,349,Conventional,UNKNOWN,1748
Sold,907 Joyce,907,Joyce,Houston,77009,29.8066924,-95.3592201,82500,82500,2000-01-05,2000-02-08,976,84.53,84.53,5160,1940,2,1,1,FALSE,Traditional,6,6,Conventional,UNKNOWN,1135
Sold,203 Woodard,203,Woodard,Houston,77009,29.8110291,-95.3690313,84900,82500,1999-10-01,1999-11-22,1181,71.89,69.86,5300,1955,2,1,1,FALSE,Traditional,21,21,Conventional,UNKNOWN,1603
Sold,505 Joyce,505,Joyce,Houston,77009,29.8065993,-95.3648613,82500,82500,1998-04-06,1998-05-28,1302,63.36,63.36,5300,1940,3,1.1,1,FALSE,Traditional,14,14,Conventional,UNKNOWN,1420
Sold,2401 Fletcher Street,2401,Fletcher,Houston,77009,29.780966,-95.366555,99000,82600,2013-02-02,2013-03-18,1124,88.08,73.49,5000,1930,3,1,1,FALSE,Traditional,19,19,Cash Sale,FALSE,2372
Sold,1810 N Summer Street,1810,Summer,Houston,77007,29.7731634,-95.3765543,82900,82900,2008-07-09,2008-08-29,1539,53.87,53.87,5000,1930,3,1.1,1,FALSE,Traditional,8,8,Conventional,FALSE,2512
Sold,3902 Hardy Street,3902,Hardy,Houston,77009,29.7959349,-95.3520672,82900,82900,2005-05-27,2005-08-26,1221,67.9,67.9,5000,2001,3,2,1,FALSE,Traditional,48,48,Conventional,UNKNOWN,2937
Sold,4610 Hain,4610,Hain,Houston,77009,29.8020571,-95.3645752,85000,83000,2005-06-18,2005-09-25,816,104.17,101.72,5500,1935,2,1,1,FALSE,Traditional,6,6,Conventional,UNKNOWN,0
Sold,3702 Terry,3702,Terry,Houston,77009,29.7942319,-95.3529255,83000,83000,2005-06-08,2005-10-25,756,109.79,109.79,5000,1930,2,1,1,FALSE,Traditional,73,73,Conventional,UNKNOWN,559
Sold,2415 W Greens,2415,Greens,Houston,77067,29.9493713,-95.4590858,82000,83000,2002-05-22,2002-06-28,1428,57.42,58.12,7245,1981,3,2,1,FALSE,Traditional,13,13,Conventional,UNKNOWN,2121
Sold,306 Graceland,306,Graceland,Houston,77009,29.808382,-95.3676004,79900,83200,2000-03-17,2000-08-23,1005,79.5,82.79,5300,1942,2,1,1,FALSE,Traditional,144,144,Conventional,UNKNOWN,1546
Sold,511 Woodard,511,Woodard,Houston,77009,29.8110744,-95.3645752,87000,83500,1999-03-20,1999-04-26,1116,77.96,74.82,7950,1940,2,1,1,FALSE,Traditional,16,16,Conventional,UNKNOWN,1779
Sold,1202 Summer,1202,Summer,Houston,77007,29.7731928,-95.369154,89900,83700,1999-05-03,1999-06-16,1400,64.21,59.79,5000,1936,3,2,1,FALSE,Traditional,25,25,Conventional,UNKNOWN,980
Sold,4316 Edison Street,4316,Edison,Houston,77009,29.7996985,-95.3626947,85000,83800,2005-02-01,2005-07-01,902,94.24,92.9,5500,1935,2,1,1,FALSE,Traditional,116,116,Conventional,UNKNOWN,2192
Sold,510 Moody Street,510,Moody,Houston,77009,29.8040075,-95.364289,83900,83900,2011-04-08,2011-09-09,1075,78.05,78.05,3069,1977,2,2,1,FALSE,Traditional,140,140,Owner 1st,FALSE,3069
Sold,2809 Elysian Street,2809,Elysian,Houston,77009,29.7868376,-95.3512293,85000,84000,2016-06-16,2016-08-10,1198,70.95,70.12,5000,1940,3,2,1,FALSE,Traditional,8,8,Cash Sale,FALSE,1193
Sold,715 Mcintosh Street,715,Mcintosh,Houston,77009,29.7852048,-95.364289,89900,84000,2013-04-15,2013-08-27,1134,79.28,74.07,6450,1929,3,2,1,FALSE,Traditional,91,91,Conventional,FALSE,1878
Sold,2511 Stevens Street,2511,Stevens,Houston,77026,29.7848432,-95.3442204,84000,84000,2007-01-15,2007-08-07,2264,37.1,37.1,5950,1940,3,1,1,FALSE,Traditional,181,181,Conventional,UNKNOWN,1895
Sold,1423 Lazy Spring,1423,Lazy,Houston,77489,29.5903146,-95.5220144,86100,84000,2004-04-23,2004-05-28,1682,51.19,49.94,0,1981,3,2,1,FALSE,Traditional,9,9,Cash Sale,UNKNOWN,0
Sold,4407 Edison Street,4407,Edison,Houston,77009,29.800355,-95.3631853,75000,84500,2013-03-25,2013-04-26,1400,53.57,60.36,5500,1956,3,1.1,1,FALSE,Traditional,4,4,Cash Sale,FALSE,2289
Sold,1909 Chestnut,1909,Chestnut,Houston,77009,29.7772746,-95.3596698,88999,84500,2005-03-22,2005-07-01,1188,74.91,71.13,5000,1915,2,1,1,FALSE,Traditional,62,62,Cash Sale,UNKNOWN,1232
Sold,317 Moody Street,317,Moody,Houston,77009,29.8043908,-95.3670689,84500,84525,2009-04-10,2009-05-20,1317,64.16,64.18,5400,1950,2,2,1,FALSE,Traditional,4,289,Conventional,FALSE,3686
Sold,1914 Chestnut,1914,Chestnut,Houston,77009,29.777824,-95.3594654,85500,85000,2014-10-15,2014-10-27,3575,17.1,23.78,5000,1905,6,6,2,FALSE,Other Style,5,5,Cash Sale,FALSE,0
Sold,3418 Cetti Street,3418,Cetti,Houston,77009,29.7921936,-95.3587296,87000,85000,2014-08-20,2014-09-23,1008,15.82,84.33,5500,1935,2,1,1,FALSE,Traditional,27,27,Cash Sale,FALSE,0
Sold,1266 Morris Street,1266,Morris,Houston,77009,29.7841107,-95.355664,79000,85000,2014-05-16,2014-06-19,1024,77.15,83.01,5000,1938,2,1,1,FALSE,Traditional,3,3,Cash Sale,FALSE,1473
Sold,1914 Gentry Street,1914,Gentry,Houston,77009,29.7780809,-95.3586887,85000,85000,2014-05-13,2014-12-19,1298,18.89,65.49,4500,1930,2,1,1,FALSE,Traditional,171,171,Cash Sale,FALSE,1829
Sold,2903 Robertson Street,2903,Robertson,Houston,77009,29.7882416,-95.3572172,98500,85000,2011-06-24,2012-11-21,1349,73.02,63.01,5000,1955,3,1,1,FALSE,Traditional,321,321,FHA,FALSE,1952
Sold,4118 Averill Street,4118,Averill,Houston,77009,29.7979487,-95.3635941,99500,85000,2009-08-13,2009-11-10,1144,86.98,74.3,5500,1950,3,1,1,FALSE,Traditional,63,63,Conventional,FALSE,2221
Sold,1518 Gano Street,1518,Gano,Houston,77009,29.7752764,-95.3544378,89900,85000,2008-10-09,2009-03-05,2304,39.02,36.89,5000,1905,4,3.1,2,FALSE,Traditional,80,80,Conventional,FALSE,2183
Sold,3901 Beggs Street,3901,Beggs,Houston,77009,29.7962328,-95.3658834,94900,85000,2008-01-07,2008-11-10,1023,92.77,83.09,5000,1935,2,1,1,FALSE,Traditional,280,358,Conventional,FALSE,1649
Sold,902 Canadian Street,902,Canadian,Houston,77009,29.8047339,-95.3597106,99900,85000,2007-11-15,2007-12-17,1464,13.32,58.06,7500,1940,3,2,1,FALSE,Traditional,25,25,Cash Sale,FALSE,3203
Sold,1912 Maury Street,1912,Maury,Houston,77026,29.779082,-95.349483,90000,85000,2007-01-07,2007-05-02,2084,18,40.79,5000,1935,3,1,1,FALSE,Other Style,101,101,Conventional,UNKNOWN,2211
Sold,3408 Home Street,3408,Home,Houston,77007,29.7723872,-95.3945482,92000,85000,2005-07-18,2005-12-07,1056,30.67,80.49,3000,1930,2,1,1,FALSE,Traditional,88,454,Conventional,UNKNOWN,1896
Sold,1518 Bingham Street,1518,Bingham,Houston,77007,29.771738,-95.373233,105000,85000,2005-02-12,2005-05-23,988,106.28,86.03,5000,1930,2,1,1,FALSE,Traditional,0,0,Conventional,UNKNOWN,2218
Sold,3706 Kennon Street,3706,Kennon,Houston,77009,29.7944466,-95.3632261,89900,85000,2005-01-29,2005-02-25,1348,66.69,63.06,5000,1954,3,1,1,FALSE,Traditional,4,4,FHA,UNKNOWN,1484
Sold,4007 Beggs Street,4007,Beggs,Houston,77009,29.7966386,-95.3658834,95000,85000,2004-05-29,2004-09-30,1513,62.79,56.18,5000,1930,2,1.1,1,FALSE,Traditional,57,57,Conventional,UNKNOWN,2032
Sold,114 Eichwurzel Lane,114,Eichwurzel,Houston,77009,29.8106588,-95.3703805,85000,85000,2004-02-24,2004-04-19,864,98.38,98.38,9000,1940,2,1,1,FALSE,Other Style,21,21,Cash Sale,UNKNOWN,2460
Sold,927 Moody,927,Moody,Houston,77009,29.804481,-95.357643,95000,85000,2003-12-27,2004-05-26,972,97.74,87.45,5100,1950,2,1,1,FALSE,Other Style,95,95,FHA,UNKNOWN,1970
Sold,2706 Gano Street,2706,Gano,Houston,77009,29.7857753,-95.3546421,82900,85000,2003-02-25,2003-06-05,1108,74.82,76.71,5000,1930,2,2,1,FALSE,Traditional,58,58,Conventional,UNKNOWN,1022
Sold,1109 N Summer Street,1109,Summer,Houston,77007,29.7728184,-95.3683772,105000,85000,2002-12-06,2003-04-10,1360,77.21,62.5,5000,1920,3,1,1,FALSE,Ranch,71,71,Cash Sale,UNKNOWN,2314
Sold,2510 Gano Street,2510,Gano,Houston,77009,29.784835,-95.3544786,99900,85000,2015-04-01,2015-06-23,1260,79.29,67.46,4000,1930,3,1,1,FALSE,Traditional,16,16,Cash Sale,FALSE,1188
Sold,408 Avenue Of Oaks,408,Avenue Of Oaks,Houston,77009,29.811357,-95.366418,89500,85100,1999-01-12,1999-06-21,1528,58.57,55.69,7950,1948,2,1.1,1,FALSE,Traditional,136,136,Conventional,UNKNOWN,1547
Sold,3817 Calendar Street,3817,Calendar,Houston,77009,29.7935563,-95.367396,77000,85200,2013-11-27,2014-01-13,1248,61.7,68.27,5000,1940,2,1,1,FALSE,Other Style,6,6,Cash Sale,FALSE,2406
Sold,2604 Cochran Street,2604,Cochran,Houston,77009,29.7852264,-95.3559501,85000,85500,2016-03-02,2016-04-05,1048,81.11,81.58,5100,1930,2,1,1,FALSE,Traditional,2,2,Cash Sale,FALSE,1095
Sold,5910 Leon Street,5910,Leon,Houston,77009,29.8125863,-95.3723225,70000,85500,2013-12-13,2015-01-02,1588,44.08,53.84,5885,1954,3,1.1,1,FALSE,Traditional,112,198,Cash Sale,FALSE,2713
Sold,903 Booth Street,903,Booth,Houston,77009,29.7868259,-95.3626743,97500,86000,2008-07-25,2008-11-21,1424,68.47,60.39,6600,1955,3,1,1,FALSE,Traditional,91,91,Cash Sale,FALSE,2964
Sold,1806 Summer Street,1806,Summer,Houston,77007,29.773202,-95.376372,99900,86000,2005-10-20,2005-12-30,1322,19.98,65.05,5000,1910,2,2,1,FALSE,Traditional,29,29,Conventional,UNKNOWN,1202
Sold,4616 Averill,4616,Averill,Houston,77009,29.8023657,-95.3636349,90000,86500,2001-10-15,2002-03-28,1393,64.61,62.1,5500,1965,3,1.1,1,FALSE,Traditional,141,141,Conventional,UNKNOWN,2436
Sold,508 Canadian,508,Canadian,Houston,77009,29.8046304,-95.3644934,89900,86750,1999-09-13,1999-11-30,1486,60.5,58.38,6175,1949,3,2,1,FALSE,Traditional,63,63,Conventional,UNKNOWN,1853
Sold,2214 Stevens Street,2214,Stevens,Houston,77026,29.7821122,-95.34373,90000,87000,2019-04-02,2019-04-29,1200,75,72.5,6800,1936,2,1,1,FALSE,Traditional,1,1,Cash Sale,FALSE,1376
Sold,3919 Elser Street,3919,Elser,Houston,77009,29.7964772,-95.3587296,95000,87000,2005-07-18,2005-11-08,1085,87.56,80.18,5000,1959,3,1,1,FALSE,Traditional,72,72,Conventional,UNKNOWN,1202
Sold,319 S Embry,319,Embry,Houston,77009,29.784056,-95.368028,99900,87000,2004-08-10,2005-06-17,1344,74.33,64.73,7770,1928,3,1,1,FALSE,Traditional,281,281,Conventional,UNKNOWN,1202
Sold,815 Canadian,815,Canadian,Houston,77009,29.8051781,-95.3598741,87000,87000,2002-01-16,2002-02-18,984,88.41,88.41,5300,1940,2,2,1,FALSE,Traditional,0,0,FHA,UNKNOWN,1911
Sold,904 Milwaukee,904,Milwaukee,Houston,77009,29.8092239,-95.3590566,99900,87000,2000-01-15,2000-07-24,1180,84.66,73.73,5300,1936,2,2,1,FALSE,Traditional,186,186,Conventional,UNKNOWN,1240
Sold,707 Sue,707,Sue,Houston,77009,29.8073816,-95.3622451,92000,87000,1997-07-11,1997-10-24,1645,55.93,52.89,10060,1940,3,1.1,1,FALSE,Traditional,81,81,Conventional,UNKNOWN,2008
Sold,506 Fairbanks,506,Fairbanks,Houston,77009,29.8098907,-95.3648,93900,87000,1997-07-07,1997-09-26,1284,73.13,67.76,7950,1930,3,1,1,FALSE,Other Style,70,70,Conventional,UNKNOWN,1523
Sold,5119 Terry Street,5119,Terry,Houston,77009,29.8066451,-95.353702,90000,87150,2005-11-30,2006-06-30,1642,54.81,53.08,10000,1955,3,2,1,FALSE,Traditional,117,117,Conventional,UNKNOWN,1957
Sold,308 Moody Street,308,Moody,Houston,77009,29.8039784,-95.3672325,85000,87500,2012-10-12,2012-12-07,1142,74.43,76.62,4185,1980,3,2,1,FALSE,Traditional,10,10,Conventional,FALSE,2466
Sold,5115 Karcher Street,5115,Karcher,Houston,77009,29.8070639,-95.3711982,89900,87500,2010-01-29,2010-03-15,854,105.27,102.46,6300,1949,2,1,1,FALSE,Ranch,7,7,Conventional,FALSE,2463
Sold,2824 Moore Street,2824,Moore,Houston,77009,29.7875276,-95.359261,98500,87500,2005-02-03,2005-03-09,1025,96.1,85.37,5000,1950,3,1,1,FALSE,Traditional,4,4,Conventional,UNKNOWN,1185
Sold,2912 Cetti Street,2912,Cetti,Houston,77009,29.7885093,-95.3584026,90000,87500,2004-10-22,2004-11-24,1008,89.29,86.81,5000,1955,2,1,1,FALSE,Traditional,4,4,Conventional,UNKNOWN,1679
Sold,610 Canadian,610,Canadian,Houston,77009,29.80464,-95.3631444,92500,87500,1999-08-18,1999-09-15,1386,66.74,63.13,7500,1940,3,1.1,1,FALSE,Traditional,0,0,Conventional,UNKNOWN,1810
Sold,516 Kelley Street,516,Kelley,Houston,77009,29.8128944,-95.3641664,87500,87500,2011-06-09,2011-10-07,1221,11.01,71.66,7950,1940,2,1,1,FALSE,Traditional,110,110,Owner 1st,FALSE,2650
Sold,302 Milwaukee,302,Milwaukee,Houston,77009,29.809105,-95.3675595,99000,87500,1998-03-30,1998-06-02,1608,61.57,54.42,9010,1951,3,2,1,FALSE,Traditional,38,38,Cash Sale,UNKNOWN,1912
Sold,312 Sue,312,Sue,Houston,77009,29.8068673,-95.3671507,89900,87550,2001-07-25,2001-08-28,1072,83.86,81.67,6320,1940,2,1,1,FALSE,Traditional,7,7,Conventional,UNKNOWN,1757
Sold,2819 Cetti,2819,Cetti,Houston,77009,29.7874089,-95.3588522,88900,87575,2003-03-11,2003-06-03,1520,58.49,57.62,5000,1950,3,2,1,FALSE,Traditional,49,49,Conventional,UNKNOWN,1339
Sold,1105 Erin Street,1105,Erin,Houston,77009,29.7968321,-95.3566449,99921,88000,2016-10-04,2017-07-31,1326,75.36,66.37,6250,1930,3,1,1,FALSE,Traditional,8,144,Cash Sale,FALSE,1676
Sold,411 Marie,411,Marie,Houston,77009,29.7786061,-95.3646569,85000,88000,2006-01-26,2006-05-25,717,118.55,122.73,4500,1910,1,1,1,FALSE,Victorian,71,71,Conventional,UNKNOWN,0
Sold,3407 Cetti,3407,Cetti,Houston,77009,29.7917663,-95.359261,88500,88000,2002-11-02,2003-02-26,0,0,0,0,,4,1,1,FALSE,Traditional,100,100,Conventional,UNKNOWN,0
Sold,4215 Elysian Street,4215,Elysian,Houston,77009,29.7988823,-95.3516585,90000,88500,2010-09-02,2011-03-29,1270,70.87,69.69,5000,1980,3,1.1,1,FALSE,Traditional,167,942,Conventional,FALSE,3454
Sold,417 Milwaukee,417,Milwaukee,Houston,77009,29.8096354,-95.3655972,92500,88700,1997-03-07,1997-05-13,1534,60.3,57.82,10600,1946,3,2,1,FALSE,Traditional,23,23,Conventional,UNKNOWN,1879
Sold,4314 Terry Street,4314,Terry,Houston,77009,29.7997146,-95.3530992,89000,89000,2005-07-26,2005-09-30,1059,84.04,84.04,5000,1940,2,1,1,FALSE,Victorian,36,36,Conventional,UNKNOWN,1202
Sold,3902 Beggs Street,3902,Beggs,Houston,77009,29.796224,-95.365398,95000,89000,2004-10-22,2005-01-31,979,97.04,90.91,4626,1948,2,1,1,FALSE,Traditional,79,79,Conventional,UNKNOWN,1226
Sold,4219 Cochran Street,4219,Cochran,Houston,77009,29.7989596,-95.3564406,94000,89000,2003-10-06,2003-12-05,864,108.8,103.01,5000,1945,2,1,1,FALSE,Other Style,36,36,Conventional,UNKNOWN,156
Sold,4611 Hain,4611,Hain,Houston,77009,29.8020823,-95.3650657,89900,89000,2003-05-06,2003-06-30,1132,79.42,78.62,5500,1940,3,1,1,FALSE,Traditional,16,16,Conventional,UNKNOWN,0
Sold,209 Kelley,209,Kelley,Houston,77009,29.8132614,-95.3684589,89900,89000,2002-05-18,2002-08-20,1228,17.98,72.48,5000,1945,2,1,1,FALSE,Traditional,66,66,Conventional,UNKNOWN,1807
Sold,909 Joyce,909,Joyce,Houston,77009,29.8066556,-95.3590157,92900,89000,2001-03-17,2001-05-15,1008,92.16,88.29,5160,1940,2,1,1,FALSE,Traditional,18,18,Conventional,UNKNOWN,1540
Sold,503 Woodard,503,Woodard,Houston,77009,29.8110496,-95.3651884,89500,89000,1998-03-02,1998-06-12,1572,56.93,56.62,7950,1938,2,1,1,FALSE,Traditional,57,57,Conventional,UNKNOWN,1509
Sold,1003 Joyce,1003,Joyce,Houston,77009,29.8066771,-95.3584843,89500,89500,2001-08-19,2001-10-26,956,93.62,93.62,5160,1948,2,1,1,FALSE,Traditional,30,30,FHA,UNKNOWN,1626
Sold,1001 Joyce,1001,Joyce,Houston,77009,29.8066689,-95.3586887,89500,89500,2000-08-08,2000-09-11,1299,68.9,68.9,5160,1950,2,1,1,FALSE,Traditional,28,28,FHA,UNKNOWN,1585
Sold,3804 Elysian Street,3804,Elysian,Houston,77009,29.7952547,-95.3510454,89900,89900,2017-02-03,2017-07-27,900,99.89,99.89,5000,1965,2,0.1,1,FALSE,Traditional,165,193,Cash Sale,FALSE,1106
Sold,1201 Harrington Street,1201,Harrington,Houston,77009,29.7762607,-95.3557457,89900,89900,2012-07-06,2012-08-20,1122,80.12,80.12,3600,1910,3,2,1,FALSE,Traditional,45,45,Owner 1st,FALSE,1774
Sold,904 Woodard Street,904,Woodard,Houston,77009,29.8107386,-95.3595062,89900,89900,2010-10-05,2011-03-11,912,98.57,98.57,5300,1943,2,1,1,FALSE,Other Style,114,114,FHA,FALSE,2756
Sold,1518 Sabine Street,1518,Sabine,Houston,77007,29.7719806,-95.3756957,89900,89900,2004-05-05,2004-08-02,705,127.52,127.52,5000,1930,3,1,1,FALSE,Traditional,54,54,Conventional,UNKNOWN,4217
Sold,912 Gale,912,Gale,Houston,77009,29.8055091,-95.3586581,89900,89900,2002-05-31,2002-10-08,901,99.78,99.78,5300,1950,2,1,1,FALSE,Traditional,95,95,Conventional,UNKNOWN,1516
Sold,1922 Hardy Street,1922,Hardy,Houston,77026,29.7792867,-95.351168,111900,90000,2018-09-05,2018-10-03,806,138.83,111.66,3454,1925,2,1,1,FALSE,Traditional,23,23,Unknown,FALSE,0
Sold,1309 Tarley,1309,Tarley,Houston,77009,29.8095663,-95.3550509,100000,90000,2017-01-30,2017-05-05,1300,76.92,69.23,5000,1940,3,1,1,FALSE,Traditional,28,28,Unknown,FALSE,0
Sold,1319 Fairbanks,1319,Fairbanks,Houston,77009,29.810468,-95.3550509,109000,90000,2017-01-30,2017-03-31,816,133.58,110.29,6250,1950,2,1,1,FALSE,Traditional,56,56,Unknown,FALSE,1832
Sold,3211 Brackenridge Street,3211,Brackenridge,Houston,77026,29.792085,-95.341319,87000,90000,2014-10-10,2014-12-01,1250,69.6,72,3854,2007,3,2,1,FALSE,Traditional,10,10,Conventional,FALSE,1781
Sold,307 Sue Street,307,Sue,Houston,77009,29.8073082,-95.367396,119900,90000,2013-01-08,2013-03-26,1311,91.46,68.65,5300,1940,3,1.1,1,FALSE,Traditional,34,34,Cash Sale,FALSE,3177
Sold,411 Marie,411,Marie,Houston,77009,29.7786061,-95.3646569,100000,90000,2012-08-31,2013-02-11,690,144.93,130.43,4500,1910,1,1,1,FALSE,Victorian,16,16,Other,FALSE,0
Sold,4604 Sharman,4604,Sharman,Houston,77009,29.8019686,-95.3695423,125000,90000,2009-07-06,2009-08-11,768,162.76,117.19,6700,1952,2,1,1,FALSE,Traditional,28,28,Cash Sale,FALSE,0
Sold,101 Emerald Court,101,Emerald,Houston,77009,29.7915097,-95.3700534,90000,90000,2009-03-07,2009-07-29,744,120.97,120.97,4050,1920,2,1,1,FALSE,Traditional,77,457,Conventional,FALSE,1250
Sold,1301 Morris Street,1301,Morris,Houston,77009,29.7844726,-95.3545195,119000,90000,2008-03-22,2008-07-29,2468,48.22,36.47,5000,1926,3,2,1,FALSE,Victorian,94,94,Cash Sale,FALSE,3448
Sold,215 Amundsen Street,215,Amundsen,Houston,77009,29.8009665,-95.3692357,98631,90000,2007-11-03,2008-01-21,936,105.38,96.15,5000,1941,2,1,1,FALSE,Traditional,48,48,FHA,FALSE,1551
Sold,711 Mcintosh Street,711,Mcintosh,Houston,77009,29.7852383,-95.3645752,89900,90000,2006-07-31,2006-08-31,1176,76.45,76.53,6450,1926,2,4,1,FALSE,Traditional,4,4,Conventional,UNKNOWN,2988
Sold,3715 Cochran Street,3715,Cochran,Houston,77009,29.7944104,-95.356318,94500,90000,2006-07-22,2006-09-29,1024,92.29,87.89,5000,1958,3,1,1,FALSE,Traditional,49,49,Conventional,UNKNOWN,2207
Sold,1510 Tarley Street,1510,Tarley,Houston,77009,29.8091947,-95.353089,82000,90000,2006-01-13,2006-01-20,1264,64.87,71.2,6250,1950,3,1,1,FALSE,Traditional,5,5,Other,UNKNOWN,2083
Sold,1301 Morris Street,1301,Morris,Houston,77009,29.7844726,-95.3545195,105000,90000,2004-11-24,2005-03-04,2054,51.12,43.82,5000,1926,3,2,1,FALSE,Traditional,64,64,Cash Sale,UNKNOWN,1709
Sold,4520 Edison,4520,Edison,Houston,77009,29.8013668,-95.3626947,90000,90000,2001-08-15,2001-10-05,1384,65.03,65.03,5500,1960,3,2,1,FALSE,Traditional,34,34,FHA,UNKNOWN,2062
Sold,1813 State,1813,State,Houston,77007,29.7645046,-95.3765543,96000,90000,1998-11-10,1999-01-04,1185,21.33,75.95,4500,1935,2,1,1,FALSE,Other Style,34,34,Cash Sale,UNKNOWN,1072
Sold,2531 N Stevens Street,2531,Stevens,Houston,77026,29.7855631,-95.3442613,110000,90500,2016-11-21,2017-01-30,2478,44.39,36.52,5950,1929,3,3,2,FALSE,Traditional,27,27,Conventional,FALSE,2519
Sold,2110 Davis Street,2110,Davis,Houston,77026,29.78095,-95.3426369,89000,91000,2017-07-06,2017-07-27,1096,81.2,83.03,3400,2009,3,2,1,FALSE,Traditional,2,2,FHA,FALSE,2453
Sold,4506 Chapman Street,4506,Chapman,Houston,77009,29.8013984,-95.3541108,115900,91000,2017-02-19,2017-04-18,900,128.78,101.11,5000,1935,3,1,1,FALSE,Traditional,12,12,Unknown,FALSE,1119
Sold,1705 Ovid Street,1705,Ovid,Houston,77007,29.7757402,-95.3752868,99500,91000,2005-03-24,2005-07-19,1407,70.72,64.68,5000,1922,4,2,2,FALSE,Traditional,85,85,Conventional,UNKNOWN,1253
Sold,401 Canadian Street,401,Canadian,Houston,77009,29.8050837,-95.3666601,89900,91000,2003-06-04,2003-09-27,1760,51.08,51.7,6175,1940,2,1,1,FALSE,Traditional,57,57,Conventional,UNKNOWN,2541
Sold,5116 Dunlop,5116,Dunlop,Houston,77009,29.8070685,-95.3699716,89000,91000,2002-03-16,2002-08-05,1552,57.35,58.63,5250,1940,4,2,1,FALSE,Traditional,112,112,Cash Sale,UNKNOWN,1410
Sold,1108 Gaines Street,1108,Gaines,Houston,77009,29.8047361,-95.3568698,116000,92000,2005-08-30,2005-12-13,1633,71.03,56.34,6250,1940,4,2.1,1,FALSE,Traditional,49,49,Conventional,UNKNOWN,1594
Sold,208 Milwaukee,208,Milwaukee,Houston,77009,29.8091053,-95.3686634,95000,92000,1998-08-18,1998-09-29,1593,59.64,57.75,10600,1948,2,2,1,FALSE,Traditional,33,33,Conventional,UNKNOWN,1909
Sold,4802 Fisk,4802,Fisk,Houston,77009,29.8034016,-95.3703396,99900,92000,1998-03-10,1998-09-30,2104,47.48,43.73,16552,1956,2,2,1,FALSE,Ranch,174,174,Conventional,UNKNOWN,1590
Sold,615 Fairbanks,615,Fairbanks,Houston,77009,29.8103709,-95.3630217,88900,92268,2001-06-12,2001-07-06,831,106.98,111.03,5088,1960,2,1,1,FALSE,Traditional,3,3,Conventional,UNKNOWN,1617
Sold,1107 Gargan,1107,Gargan,Houston,77009,29.7783428,-95.3577895,92500,92500,2005-08-07,2005-09-16,1572,58.84,58.84,5000,1930,3,2,1,FALSE,Traditional,24,24,Conventional,UNKNOWN,0
Sold,513 Kelley,513,Kelley,Houston,77009,29.8133386,-95.3643299,105000,92500,2000-05-31,2000-07-24,1408,74.57,65.7,7950,1930,3,1.1,1,FALSE,Traditional,23,23,Conventional,UNKNOWN,1605
Sold,3511 Cetti Street,3511,Cetti,Houston,77009,29.7926247,-95.3592201,89500,92750,2006-04-30,2006-06-22,928,96.44,99.95,5500,1950,2,1,1,FALSE,Traditional,24,24,Conventional,UNKNOWN,2277
